id,key,value,type
219850,ref,276C,regular
219850,exit_to,Joliet Road,regular
219850,highway,motorway_junction,regular
20217109,source,PGS,regular
20217240,source,PGS,regular
20217404,source,PGS,regular
20217463,source,PGS,regular
25611688,highway,traffic_signals,regular
25676375,highway,traffic_signals,regular
25768178,created_by,JOSM,regular
26218694,curve_geometry,yes,regular
26524728,highway,traffic_signals,regular
26606025,created_by,YahooApplet 1.0,regular
26606145,created_by,YahooApplet 1.0,regular
26606202,created_by,YahooApplet 1.0,regular
26620342,created_by,JOSM,regular
26638015,created_by,YahooApplet 1.0,regular
26638141,created_by,YahooApplet 1.0,regular
26661911,created_by,YahooApplet 1.0,regular
26683723,noref,yes,regular
26683723,exit_to,Bessie Coleman Dr,regular
26683723,highway,motorway_junction,regular
26703626,curve_geometry,yes,regular
26704163,ref,47B,regular
26704163,highway,motorway_junction,regular
26704188,ref,45B,regular
26704188,highway,motorway_junction,regular
26749765,railway,level_crossing,regular
26756685,created_by,YahooApplet 1.0,regular
26760117,created_by,YahooApplet 1.0,regular
26794007,curve_geometry,yes,regular
26794549,highway,traffic_signals,regular
26817933,crossing,traffic_signals,regular
26817933,highway,crossing,regular
26822192,created_by,YahooApplet 1.0,regular
26994268,created_by,YahooApplet 1.0,regular
27198416,created_by,JOSM,regular
27198457,created_by,JOSM,regular
27315581,created_by,YahooApplet 1.0,regular
27340296,created_by,YahooApplet 1.0,regular
27340745,amenity,parking,regular
27340745,created_by,YahooApplet 1.0,regular
27440201,name,La Grange Stone Avenue,regular
27440201,railway,station,regular
27440201,operator,Metra,regular
27440201,platforms,2,regular
27440224,highway,traffic_signals,regular
27446708,highway,traffic_signals,regular
27596458,ref,248,regular
27596458,exit_to,US 6; Joliet; Morris,regular
27596458,highway,motorway_junction,regular
27606716,highway,crossing,regular
27607230,name,Kedzie,regular
27607230,subway,yes,regular
27607230,public_transport,stop_position,regular
27650057,created_by,YahooApplet 1.0,regular
27650077,ref,261,regular
27650077,highway,motorway_junction,regular
28289299,highway,traffic_signals,regular
28358991,highway,traffic_signals,regular
29053390,ref,33,regular
29053390,name,Irving Park Toll Plaza,regular
29053390,barrier,toll_booth,regular
29053390,operator,Illinois State Toll Highway Authority,regular
29053623,created_by,JOSM,regular
29174123,created_by,JOSM,regular
29412132,highway,traffic_signals,regular
29769782,highway,turning_circle,regular
29785979,curve_geometry,yes,regular
29786106,highway,traffic_signals,regular
29885149,created_by,JOSM,regular
30561069,created_by,JOSM,regular
33718424,highway,traffic_signals,regular
35313351,highway,traffic_signals,regular
48989844,highway,traffic_signals,regular
102680962,highway,traffic_signals,regular
102856037,curve_geometry,yes,regular
104496439,highway,traffic_signals,regular
110980959,ref,1D,regular
110980959,highway,motorway_junction,regular
111016194,name,Terminal 2,regular
111016194,railway,station,regular
111016194,operator,O'Hare ATS,regular
153043130,highway,traffic_signals,regular
153346757,ele,271,regular
153346757,name,The Landings,regular
153346757,is_in,"Kane,Illinois,Ill.,IL,USA",regular
153346757,place,hamlet,regular
153346757,id,1816404,gnis
153346757,gnis:Class,Populated Place,regular
153346757,gnis:County,Kane,regular
153346757,gnis:ST_num,17,regular
153346757,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153346757,gnis:ST_alpha,IL,regular
153346757,gnis:County_num,089,regular
153361299,ele,179,regular
153361299,name,Gold Coast,regular
153361299,is_in,"Cook,Illinois,Ill.,IL,USA",regular
153361299,place,neighbourhood,regular
153361299,id,1772785,gnis
153361299,gnis:Class,Populated Place,regular
153361299,gnis:County,Cook,regular
153361299,gnis:ST_num,17,regular
153361299,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153361299,gnis:ST_alpha,IL,regular
153361299,gnis:County_num,031,regular
153371299,ele,205,regular
153371299,name,Highmoor,regular
153371299,is_in,"Lake,Illinois,Ill.,IL,USA",regular
153371299,place,hamlet,regular
153371299,id,410241,gnis
153371299,gnis:Class,Populated Place,regular
153371299,gnis:County,Lake,regular
153371299,gnis:ST_num,17,regular
153371299,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153371299,gnis:ST_alpha,IL,regular
153371299,gnis:County_num,097,regular
153381015,ele,163,regular
153381015,name,Ridgecrest,regular
153381015,is_in,"Grundy,Illinois,Ill.,IL,USA",regular
153381015,place,hamlet,regular
153381015,id,1811083,gnis
153381015,gnis:Class,Populated Place,regular
153381015,gnis:County,Grundy,regular
153381015,gnis:ST_num,17,regular
153381015,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153381015,gnis:ST_alpha,IL,regular
153381015,gnis:County_num,063,regular
153391421,ele,187,regular
153391421,name,North Evanston,regular
153391421,is_in,"Cook,Illinois,Ill.,IL,USA",regular
153391421,place,neighbourhood,regular
153391421,id,1802391,gnis
153391421,gnis:Class,Populated Place,regular
153391421,gnis:County,Cook,regular
153391421,gnis:ST_num,17,regular
153391421,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153391421,gnis:ST_alpha,IL,regular
153391421,gnis:County_num,031,regular
153414986,ele,187,regular
153414986,name,Winchester-Hood Garden Homes,regular
153414986,is_in,"Cook,Illinois,Ill.,IL,USA",regular
153414986,place,neighbourhood,regular
153414986,id,1837243,gnis
153414986,gnis:Class,Populated Place,regular
153414986,gnis:County,Cook,regular
153414986,gnis:ST_num,17,regular
153414986,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153414986,gnis:ST_alpha,IL,regular
153414986,gnis:County_num,031,regular
153426509,ele,188,regular
153426509,name,Plainfield,regular
153426509,is_in,"Will,Illinois,Ill.,IL,USA",regular
153426509,place,town,regular
153426509,id,415751,gnis
153426509,wikipedia,"en:Plainfield, Illinois",regular
153426509,gnis:Class,Populated Place,regular
153426509,population,69380,regular
153426509,gnis:County,Will,regular
153426509,gnis:ST_num,17,regular
153426509,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153426509,gnis:ST_alpha,IL,regular
153426509,gnis:County_num,197,regular
153426509,population,69380;2006,census
153440328,ele,192,regular
153440328,name,Lidice,regular
153440328,is_in,"Will,Illinois,Ill.,IL,USA",regular
153440328,place,hamlet,regular
153440328,id,412069,gnis
153440328,gnis:Class,Populated Place,regular
153440328,gnis:County,Will,regular
153440328,gnis:ST_num,17,regular
153440328,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153440328,gnis:ST_alpha,IL,regular
153440328,gnis:County_num,197,regular
153454373,ele,219,regular
153454373,name,Randall Hills,regular
153454373,is_in,"Kane,Illinois,Ill.,IL,USA",regular
153454373,place,neighbourhood,regular
153454373,id,2025896,gnis
153454373,gnis:Class,Populated Place,regular
153454373,gnis:County,Kane,regular
153454373,gnis:ST_num,17,regular
153454373,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153454373,gnis:ST_alpha,IL,regular
153454373,gnis:County_num,089,regular
153467444,ele,207,regular
153467444,name,Buffalo Grove,regular
153467444,is_in,"Cook,Illinois,Ill.,IL,USA",regular
153467444,place,hamlet,regular
153467444,id,405158,gnis
153467444,gnis:Class,Populated Place,regular
153467444,gnis:County,Cook,regular
153467444,gnis:ST_num,17,regular
153467444,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153467444,gnis:ST_alpha,IL,regular
153467444,gnis:County_num,031,regular
153479063,ele,263,regular
153479063,name,Oak Ridge North,regular
153479063,is_in,"Lake,Illinois,Ill.,IL,USA",regular
153479063,place,hamlet,regular
153479063,id,2037946,gnis
153479063,gnis:Class,Populated Place,regular
153479063,gnis:County,Lake,regular
153479063,gnis:ST_num,17,regular
153479063,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153479063,gnis:ST_alpha,IL,regular
153479063,gnis:County_num,097,regular
153484566,ele,253,regular
153484566,name,Silver Lake,regular
153484566,is_in,"McHenry,Illinois,Ill.,IL,USA",regular
153484566,place,hamlet,regular
153484566,id,418512,gnis
153484566,gnis:Class,Populated Place,regular
153484566,gnis:County,McHenry,regular
153484566,gnis:ST_num,17,regular
153484566,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153484566,gnis:ST_alpha,IL,regular
153484566,gnis:County_num,111,regular
153495161,ele,184,regular
153495161,name,Gary,regular
153495161,is_in,"Cook,Illinois,Ill.,IL,USA",regular
153495161,place,neighbourhood,regular
153495161,id,1829746,gnis
153495161,gnis:Class,Populated Place,regular
153495161,gnis:County,Cook,regular
153495161,gnis:ST_num,17,regular
153495161,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153495161,gnis:ST_alpha,IL,regular
153495161,gnis:County_num,031,regular
153504481,ele,242,regular
153504481,name,Mallard Lake North,regular
153504481,is_in,"Kane,Illinois,Ill.,IL,USA",regular
153504481,place,hamlet,regular
153504481,id,2025888,gnis
153504481,gnis:Class,Populated Place,regular
153504481,gnis:County,Kane,regular
153504481,gnis:ST_num,17,regular
153504481,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153504481,gnis:ST_alpha,IL,regular
153504481,gnis:County_num,089,regular
153513764,ele,215,regular
153513764,name,Mokena,regular
153513764,is_in,"Will,Illinois,Ill.,IL,USA",regular
153513764,place,town,regular
153513764,id,413708,gnis
153513764,wikidata,Q2359062,regular
153513764,gnis:Class,Populated Place,regular
153513764,population,18279,regular
153513764,gnis:County,Will,regular
153513764,gnis:ST_num,17,regular
153513764,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153513764,gnis:ST_alpha,IL,regular
153513764,gnis:County_num,197,regular
153513764,population,18279;2006,census
153526895,ele,202,regular
153526895,name,Wilton Center,regular
153526895,is_in,"Will,Illinois,Ill.,IL,USA",regular
153526895,place,hamlet,regular
153526895,id,421310,gnis
153526895,gnis:Class,Populated Place,regular
153526895,gnis:County,Will,regular
153526895,gnis:ST_num,17,regular
153526895,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153526895,gnis:ST_alpha,IL,regular
153526895,gnis:County_num,197,regular
153537934,ele,182,regular
153537934,name,Stony Island,regular
153537934,is_in,"Cook,Illinois,Ill.,IL,USA",regular
153537934,place,neighbourhood,regular
153537934,id,419188,gnis
153537934,gnis:Class,Populated Place,regular
153537934,gnis:County,Cook,regular
153537934,gnis:ST_num,17,regular
153537934,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153537934,gnis:ST_alpha,IL,regular
153537934,gnis:County_num,031,regular
153544680,ele,225,regular
153544680,name,Burtons Bridge,regular
153544680,is_in,"McHenry,Illinois,Ill.,IL,USA",regular
153544680,place,hamlet,regular
153544680,id,405277,gnis
153544680,gnis:Class,Populated Place,regular
153544680,gnis:County,McHenry,regular
153544680,gnis:ST_num,17,regular
153544680,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153544680,gnis:ST_alpha,IL,regular
153544680,gnis:County_num,111,regular
153557542,ele,195,regular
153557542,name,Crisman,regular
153557542,is_in,"Porter,Indiana,Ind.,IN,USA",regular
153557542,place,hamlet,regular
153557542,id,433135,gnis
153557542,gnis:Class,Populated Place,regular
153557542,gnis:County,Porter,regular
153557542,gnis:ST_num,18,regular
153557542,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153557542,gnis:ST_alpha,IN,regular
153557542,gnis:County_num,127,regular
153564531,ele,234,regular
153564531,name,East Dundee,regular
153564531,is_in,"Kane,Illinois,Ill.,IL,USA",regular
153564531,place,hamlet,regular
153564531,id,407632,gnis
153564531,wikipedia,"en:East Dundee, Illinois",regular
153564531,gnis:Class,Populated Place,regular
153564531,gnis:County,Kane,regular
153564531,gnis:ST_num,17,regular
153564531,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153564531,gnis:ST_alpha,IL,regular
153564531,gnis:County_num,089,regular
153574111,ele,240,regular
153574111,name,Lake Charlotte,regular
153574111,is_in,"Kane,Illinois,Ill.,IL,USA",regular
153574111,place,hamlet,regular
153574111,id,2025878,gnis
153574111,gnis:Class,Populated Place,regular
153574111,gnis:County,Kane,regular
153574111,gnis:ST_num,17,regular
153574111,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153574111,gnis:ST_alpha,IL,regular
153574111,gnis:County_num,089,regular
153585823,ele,259,regular
153585823,name,Lake Zurich Estates,regular
153585823,is_in,"Lake,Illinois,Ill.,IL,USA",regular
153585823,place,hamlet,regular
153585823,id,2037936,gnis
153585823,gnis:Class,Populated Place,regular
153585823,gnis:County,Lake,regular
153585823,gnis:ST_num,17,regular
153585823,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153585823,gnis:ST_alpha,IL,regular
153585823,gnis:County_num,097,regular
153595247,ele,157,regular
153595247,name,Morris,regular
153595247,is_in,"Grundy,Illinois,Ill.,IL,USA",regular
153595247,place,town,regular
153595247,id,413836,gnis
153595247,wikipedia,"en:Morris, Illinois",regular
153595247,gnis:Class,Populated Place,regular
153595247,population,13282,regular
153595247,gnis:County,Grundy,regular
153595247,gnis:ST_num,17,regular
153595247,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153595247,gnis:ST_alpha,IL,regular
153595247,gnis:County_num,063,regular
153595247,population,13282;2006,census
153604610,ele,182,regular
153604610,name,West Town,regular
153604610,is_in,"Cook,Illinois,Ill.,IL,USA",regular
153604610,place,neighbourhood,regular
153604610,id,1772788,gnis
153604610,gnis:Class,Populated Place,regular
153604610,gnis:County,Cook,regular
153604610,gnis:ST_num,17,regular
153604610,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153604610,gnis:ST_alpha,IL,regular
153604610,gnis:County_num,031,regular
153615650,ele,262,regular
153615650,name,Acorn Acres,regular
153615650,is_in,"Lake,Illinois,Ill.,IL,USA",regular
153615650,place,hamlet,regular
153615650,id,2037861,gnis
153615650,gnis:Class,Populated Place,regular
153615650,gnis:County,Lake,regular
153615650,gnis:ST_num,17,regular
153615650,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153615650,gnis:ST_alpha,IL,regular
153615650,gnis:County_num,097,regular
153622937,ele,222,regular
153622937,name,Creekside,regular
153622937,is_in,"Cook,Illinois,Ill.,IL,USA",regular
153622937,place,hamlet,regular
153622937,id,1962215,gnis
153622937,gnis:Class,Populated Place,regular
153622937,gnis:County,Cook,regular
153622937,gnis:ST_num,17,regular
153622937,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153622937,gnis:ST_alpha,IL,regular
153622937,gnis:County_num,031,regular
153633938,ele,179,regular
153633938,name,Brookline,regular
153633938,is_in,"Cook,Illinois,Ill.,IL,USA",regular
153633938,place,neighbourhood,regular
153633938,id,1737416,gnis
153633938,gnis:Class,Populated Place,regular
153633938,gnis:County,Cook,regular
153633938,gnis:ST_num,17,regular
153633938,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153633938,gnis:ST_alpha,IL,regular
153633938,gnis:County_num,031,regular
153648916,ele,168,regular
153648916,name,Rockdale,regular
153648916,is_in,"Will,Illinois,Ill.,IL,USA",regular
153648916,place,village,regular
153648916,id,416842,gnis
153648916,wikipedia,"en:Rockdale, Illinois",regular
153648916,gnis:Class,Populated Place,regular
153648916,population,2036,regular
153648916,gnis:County,Will,regular
153648916,gnis:ST_num,17,regular
153648916,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153648916,gnis:ST_alpha,IL,regular
153648916,gnis:County_num,197,regular
153648916,population,2036;2006,census
153665039,ele,258,regular
153665039,name,Swansway,regular
153665039,is_in,"Lake,Illinois,Ill.,IL,USA",regular
153665039,place,hamlet,regular
153665039,id,2037973,gnis
153665039,gnis:Class,Populated Place,regular
153665039,gnis:County,Lake,regular
153665039,gnis:ST_num,17,regular
153665039,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153665039,gnis:ST_alpha,IL,regular
153665039,gnis:County_num,097,regular
153673854,ele,247,regular
153673854,name,Bartlett,regular
153673854,is_in,"Cook,Illinois,Ill.,IL,USA",regular
153673854,place,hamlet,regular
153673854,id,403941,gnis
153673854,gnis:Class,Populated Place,regular
153673854,gnis:County,Cook,regular
153673854,gnis:ST_num,17,regular
153673854,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153673854,gnis:ST_alpha,IL,regular
153673854,gnis:County_num,031,regular
153680608,ele,284,regular
153680608,name,Silent Meadow,regular
153680608,is_in,"Kane,Illinois,Ill.,IL,USA",regular
153680608,place,hamlet,regular
153680608,id,1816390,gnis
153680608,gnis:Class,Populated Place,regular
153680608,gnis:County,Kane,regular
153680608,gnis:ST_num,17,regular
153680608,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153680608,gnis:ST_alpha,IL,regular
153680608,gnis:County_num,089,regular
153691282,ele,183,regular
153691282,name,Greenwood,regular
153691282,is_in,"Cook,Illinois,Ill.,IL,USA",regular
153691282,place,neighbourhood,regular
153691282,id,1802406,gnis
153691282,gnis:Class,Populated Place,regular
153691282,gnis:County,Cook,regular
153691282,gnis:ST_num,17,regular
153691282,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153691282,gnis:ST_alpha,IL,regular
153691282,gnis:County_num,031,regular
153699454,ele,213,regular
153699454,name,Oak Grove,regular
153699454,is_in,"Lake,Illinois,Ill.,IL,USA",regular
153699454,place,hamlet,regular
153699454,id,414766,gnis
153699454,gnis:Class,Populated Place,regular
153699454,gnis:County,Lake,regular
153699454,gnis:ST_num,17,regular
153699454,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153699454,gnis:ST_alpha,IL,regular
153699454,gnis:County_num,097,regular
153708066,ele,185,regular
153708066,name,Mayfair,regular
153708066,is_in,"Cook,Illinois,Ill.,IL,USA",regular
153708066,place,neighbourhood,regular
153708066,id,1831052,gnis
153708066,gnis:Class,Populated Place,regular
153708066,gnis:County,Cook,regular
153708066,gnis:ST_num,17,regular
153708066,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153708066,gnis:ST_alpha,IL,regular
153708066,gnis:County_num,031,regular
153719303,ele,227,regular
153719303,name,Highland Hills,regular
153719303,is_in,"DuPage,Illinois,Ill.,IL,USA",regular
153719303,place,hamlet,regular
153719303,id,421845,gnis
153719303,gnis:Class,Populated Place,regular
153719303,gnis:County,DuPage,regular
153719303,gnis:ST_num,17,regular
153719303,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153719303,gnis:ST_alpha,IL,regular
153719303,gnis:County_num,043,regular
153733411,ele,200,regular
153733411,name,Beverly,regular
153733411,is_in,"Cook,Illinois,Ill.,IL,USA",regular
153733411,place,neighbourhood,regular
153733411,id,1737397,gnis
153733411,gnis:Class,Populated Place,regular
153733411,gnis:County,Cook,regular
153733411,gnis:ST_num,17,regular
153733411,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153733411,gnis:ST_alpha,IL,regular
153733411,gnis:County_num,031,regular
153738647,ele,184,regular
153738647,name,Roseland,regular
153738647,is_in,"Cook,Illinois,Ill.,IL,USA",regular
153738647,place,neighbourhood,regular
153738647,id,1802402,gnis
153738647,gnis:Class,Populated Place,regular
153738647,gnis:County,Cook,regular
153738647,gnis:ST_num,17,regular
153738647,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153738647,gnis:ST_alpha,IL,regular
153738647,gnis:County_num,031,regular
153750004,ele,217,regular
153750004,name,Wallingford,regular
153750004,is_in,"Will,Illinois,Ill.,IL,USA",regular
153750004,place,hamlet,regular
153750004,id,1822230,gnis
153750004,gnis:Class,Populated Place,regular
153750004,gnis:County,Will,regular
153750004,gnis:ST_num,17,regular
153750004,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153750004,gnis:ST_alpha,IL,regular
153750004,gnis:County_num,197,regular
153756912,ele,235,regular
153756912,name,Spaulding,regular
153756912,is_in,"Cook,Illinois,Ill.,IL,USA",regular
153756912,place,hamlet,regular
153756912,id,423195,gnis
153756912,gnis:Class,Populated Place,regular
153756912,gnis:County,Cook,regular
153756912,gnis:ST_num,17,regular
153756912,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153756912,gnis:ST_alpha,IL,regular
153756912,gnis:County_num,031,regular
153763101,ele,258,regular
153763101,name,Barrington Hills,regular
153763101,is_in,"Cook,Illinois,Ill.,IL,USA",regular
153763101,place,hamlet,regular
153763101,id,403928,gnis
153763101,wikipedia,"en:Barrington Hills, Illinois",regular
153763101,gnis:Class,Populated Place,regular
153763101,gnis:County,Cook,regular
153763101,gnis:ST_num,17,regular
153763101,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153763101,gnis:ST_alpha,IL,regular
153763101,gnis:County_num,031,regular
153768761,ele,208,regular
153768761,name,Everett,regular
153768761,is_in,"Lake,Illinois,Ill.,IL,USA",regular
153768761,place,hamlet,regular
153768761,id,1772865,gnis
153768761,gnis:Class,Populated Place,regular
153768761,gnis:County,Lake,regular
153768761,gnis:ST_num,17,regular
153768761,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153768761,gnis:ST_alpha,IL,regular
153768761,gnis:County_num,097,regular
153779771,ele,211,regular
153779771,name,Belmont,regular
153779771,is_in,"DuPage,Illinois,Ill.,IL,USA",regular
153779771,place,neighbourhood,regular
153779771,id,421703,gnis
153779771,gnis:Class,Populated Place,regular
153779771,gnis:County,DuPage,regular
153779771,gnis:ST_num,17,regular
153779771,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153779771,gnis:ST_alpha,IL,regular
153779771,gnis:County_num,043,regular
153790491,ele,233,regular
153790491,name,Fox River Heights,regular
153790491,is_in,"Kane,Illinois,Ill.,IL,USA",regular
153790491,place,hamlet,regular
153790491,id,1718944,gnis
153790491,gnis:Class,Populated Place,regular
153790491,gnis:County,Kane,regular
153790491,gnis:ST_num,17,regular
153790491,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153790491,gnis:ST_alpha,IL,regular
153790491,gnis:County_num,089,regular
153801082,ele,249,regular
153801082,name,Terra Cotta,regular
153801082,is_in,"McHenry,Illinois,Ill.,IL,USA",regular
153801082,place,hamlet,regular
153801082,id,423236,gnis
153801082,gnis:Class,Populated Place,regular
153801082,gnis:County,McHenry,regular
153801082,gnis:ST_num,17,regular
153801082,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153801082,gnis:ST_alpha,IL,regular
153801082,gnis:County_num,111,regular
153808275,ele,181,regular
153808275,name,Near West Side,regular
153808275,is_in,"Cook,Illinois,Ill.,IL,USA",regular
153808275,place,neighbourhood,regular
153808275,id,1772796,gnis
153808275,gnis:Class,Populated Place,regular
153808275,gnis:County,Cook,regular
153808275,gnis:ST_num,17,regular
153808275,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153808275,gnis:ST_alpha,IL,regular
153808275,gnis:County_num,031,regular
157719711,highway,traffic_signals,regular
158728932,highway,traffic_signals,regular
180237665,ref,1,regular
180237665,highway,motorway_junction,regular
180240765,source,Bing,regular
180240765,highway,turning_circle,regular
180242921,highway,traffic_signals,regular
180243659,highway,turning_circle,regular
180246280,source,Bing,regular
180246280,highway,turning_circle,regular
180253549,highway,traffic_signals,regular
180261833,highway,turning_circle,regular
180261833,source,Bing,regular
180262443,source,Bing,regular
180262443,highway,turning_circle,regular
180262832,highway,turning_circle,regular
180263248,highway,traffic_signals,regular
180263400,highway,traffic_signals,regular
180263522,highway,turning_circle,regular
180263648,highway,turning_circle,regular
180263648,source,Bing,regular
180263732,source,Bing,regular
180263732,highway,turning_circle,regular
180268437,highway,traffic_signals,regular
180268437,traffic_signals,signal,regular
180269070,highway,turning_circle,regular
180273092,highway,turning_circle,regular
180275721,source,Bing,regular
180275721,highway,turning_circle,regular
180277600,railway,level_crossing,regular
180277688,railway,level_crossing,regular
180281113,railway,level_crossing,regular
180282892,source,Bing,regular
180282892,highway,turning_circle,regular
180283791,highway,turning_circle,regular
180286055,highway,traffic_signals,regular
180286126,railway,level_crossing,regular
180291433,source,Bing,regular
180291433,highway,turning_circle,regular
180292374,highway,traffic_signals,regular
180295660,highway,turning_circle,regular
180296768,railway,level_crossing,regular
180296848,source,Bing,regular
180296848,highway,turning_circle,regular
180297767,highway,traffic_signals,regular
180299008,source,Bing,regular
180299008,highway,turning_circle,regular
180299108,highway,turning_circle,regular
180299527,highway,traffic_signals,regular
180299527,traffic_signals,signal,regular
180300232,highway,turning_loop,regular
180302874,highway,turning_circle,regular
180303808,highway,turning_circle,regular
180304166,railway,level_crossing,regular
180305962,source,Bing,regular
180305962,highway,turning_circle,regular
180307330,highway,turning_circle,regular
180307550,source,Bing,regular
180307550,highway,turning_circle,regular
180315214,railway,level_crossing,regular
180315323,highway,turning_loop,regular
180318245,highway,turning_circle,regular
180320432,source,Bing,regular
180320432,highway,turning_circle,regular
180321203,highway,turning_circle,regular
180321831,highway,turning_circle,regular
180323364,highway,turning_circle,regular
180324767,highway,turning_circle,regular
180329076,source,Bing,regular
180329076,highway,turning_circle,regular
180330177,highway,turning_circle,regular
180334363,highway,turning_circle,regular
180336599,highway,turning_circle,regular
180337871,highway,turning_circle,regular
180338723,highway,turning_circle,regular
180339884,source,Bing,regular
180339884,highway,turning_circle,regular
180340905,highway,turning_circle,regular
180341200,source,Bing,regular
180341200,highway,turning_circle,regular
180341866,highway,turning_circle,regular
180343202,source,Bing,regular
180343202,highway,turning_circle,regular
180343537,source,Bing,regular
180343537,highway,turning_circle,regular
180345161,source,Bing,regular
180345161,highway,turning_loop,regular
180347575,source,Bing,regular
180347575,highway,turning_circle,regular
181212436,source,Bing,regular
181212436,highway,turning_circle,regular
181215582,highway,turning_circle,regular
181221807,highway,turning_circle,regular
181222247,source,Bing,regular
181222247,highway,turning_circle,regular
181225183,railway,level_crossing,regular
181227083,source,Bing,regular
181227083,highway,turning_circle,regular
181235236,highway,turning_circle,regular
181235427,highway,turning_circle,regular
181241937,highway,turning_circle,regular
181243267,source,Bing,regular
181243267,highway,turning_circle,regular
181244286,highway,turning_circle,regular
181250019,highway,turning_circle,regular
181260159,name,CFON West Headend,regular
181260159,railway,level_crossing,regular
181266540,source,Bing,regular
181266540,highway,turning_circle,regular
181274091,source,Bing,regular
181274091,highway,turning_circle,regular
181279127,highway,turning_circle,regular
181283708,highway,turning_circle,regular
181331986,highway,turning_circle,regular
181345088,highway,turning_circle,regular
181350398,highway,turning_circle,regular
234597693,railway,level_crossing,regular
234622559,railway,level_crossing,regular
234770718,railway,level_crossing,regular
234777001,highway,turning_circle,regular
235067066,railway,switch,regular
235069424,railway,switch,regular
235072873,railway,switch,regular
235084670,highway,traffic_signals,regular
235086650,highway,traffic_signals,regular
235086718,highway,traffic_signals,regular
235086718,source,Bing,regular
235089981,highway,turning_circle,regular
235100023,highway,turning_circle,regular
235101953,highway,turning_circle,regular
235102937,highway,turning_circle,regular
235106043,source,Bing,regular
235106043,highway,traffic_signals,regular
235109929,highway,turning_circle,regular
235110064,highway,turning_circle,regular
235112775,highway,turning_circle,regular
235118432,highway,turning_circle,regular
235127423,highway,turning_circle,regular
235137261,source,Bing,regular
235137261,highway,turning_circle,regular
235148952,highway,traffic_signals,regular
235152865,highway,turning_circle,regular
235157701,highway,turning_circle,regular
235158651,highway,traffic_signals,regular
235159673,highway,turning_circle,regular
235162271,highway,traffic_signals,regular
235162404,highway,turning_circle,regular
235164322,highway,turning_circle,regular
235168254,highway,turning_circle,regular
235172372,highway,turning_circle,regular
235175138,highway,turning_circle,regular
235180278,source,Bing,regular
235180278,highway,turning_circle,regular
235182474,highway,traffic_signals,regular
235185009,highway,turning_circle,regular
235186533,railway,switch,regular
